hid,dname,pwgt,ppopwgt,relation,partner,children,age,sex,immigr,educ,educ_c,emp,ptime,status1,gross1,hpopwgt,nhhmem,hitsi,hitsu,hitp,hxit,dhi,factor,grossnet,_merge,depemp,achildcat,livepartner,hourwage,logwage,agesq,youngchild,oldchild,mededuc,hieduc,miss_comp,dhi_tb,edhi_tb,poor,thresh
322,it04,.17954318,1033.335,[3000]child,[200]does not have partner,,27,[1]male,[0]not immigrant,[1]low,130,[0]not employed,,,,1033.335,4,16250,0,0,1560,16250,0,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,729,,,0,0,0,16250,8125,0,7514.5
323,it04,.18419144,1060.0873,[3000]child,[200]does not have partner,,40,[1]male,[0]not immigrant,[2]medium,230,[0]not employed,,,,1060.0873,3,12150,0,0,0,12150,0,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,1600,,,1,0,0,12150,7014.8057,1,7514.5
325,it04,1.303944,7504.6621,[3000]child,[200]does not have partner,,41,[1]male,[0]not immigrant,[3]high,320,[1]employed,[0]full-time,[200]self-employed,,7504.6621,3,26000,0,0,21460,56623,30623,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),0,,0,,,1681,,,0,1,0,56623,32691.305,0,7514.5
326,it04,1.6408888,9443.8994,[3000]child,[200]does not have partner,,36,[1]male,[0]not immigrant,[2]medium,230,[1]employed,,[200]self-employed,,9443.8994,2,19500,0,0,7117,24583,5083,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),0,,0,,,1296,,,1,0,0,24583,17382.807,0,7514.5
331,it04,2.4988003,14381.485,[1000]head,[110]living with partner,[120]living with own children 6-12,37,[2]female,[0]not immigrant,[1]low,120,[0]not employed,,,,14381.485,3,0,0,0,5045,12000,12000,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,6-17 years,1,,,1369,0,1,0,0,0,12000,6928.2031,1,7514.5
331,it04,2.4988003,14381.485,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,39,[1]male,[0]not immigrant,[1]low,120,[1]employed,[0]full-time,[220]own-account worker,,14381.485,3,0,0,0,5045,12000,12000,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),0,6-17 years,1,,,1521,0,1,0,0,0,12000,6928.2031,1,7514.5
332,it04,.71428639,4110.9722,[1000]head,[110]living with partner,[140]living with own children 18+,54,[2]female,[0]not immigrant,[1]low,130,[0]not employed,,,,4110.9722,4,14300,0,0,5717,28872,14572,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,no children <18,1,,,2916,0,0,0,0,0,28872,14436,0,7514.5
332,it04,.71428639,4110.9722,[3000]child,[200]does not have partner,,30,[1]male,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[110]regular employee,,4110.9722,4,14300,0,0,5717,28872,14572,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,900,,,0,0,0,28872,14436,0,7514.5
332,it04,.71428639,4110.9722,[3000]child,[200]does not have partner,,27,[2]female,[0]not immigrant,[2]medium,260,[1]employed,[0]full-time,[110]regular employee,,4110.9722,4,14300,0,0,5717,28872,14572,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,729,,,1,0,0,28872,14436,0,7514.5
333,it04,.63268328,3641.3176,[3000]child,[200]does not have partner,,32,[2]female,[0]not immigrant,[1]low,130,[0]not employed,,,,3641.3176,3,13200,0,0,1055,13200,0,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,1024,,,0,0,0,13200,7621.0234,0,7514.5
335,it04,.28151709,1620.2311,[3000]child,[200]does not have partner,,33,[1]male,[0]not immigrant,[3]high,310,[1]employed,[0]full-time,[110]regular employee,,1620.2311,4,26000,0,0,33660,77915,51915,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,1089,,,0,1,0,77915,38957.5,0,7514.5
335,it04,.28151709,1620.2311,[3000]child,[200]does not have partner,,25,[2]female,[0]not immigrant,[3]high,320,[0]not employed,,,,1620.2311,4,26000,0,0,33660,77915,51915,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,625,,,0,1,0,77915,38957.5,0,7514.5
336,it04,.46178469,2657.7354,[1000]head,[110]living with partner,[140]living with own children 18+,52,[2]female,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[200]self-employed,,2657.7354,4,0,0,0,4031,27532,27532,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),0,no children <18,1,,,2704,0,0,0,0,0,27532,13766,0,7514.5
336,it04,.46178469,2657.7354,[2000]spouse/partner,[110]living with partner,[140]living with own children 18+,54,[1]male,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[200]self-employed,,2657.7354,4,0,0,0,4031,27532,27532,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),0,no children <18,1,,,2916,0,0,0,0,0,27532,13766,0,7514.5
336,it04,.46178469,2657.7354,[3000]child,[200]does not have partner,,31,[2]female,[0]not immigrant,[2]medium,230,[0]not employed,,,,2657.7354,4,0,0,0,4031,27532,27532,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,961,,,1,0,0,27532,13766,0,7514.5
336,it04,.46178469,2657.7354,[3000]child,[200]does not have partner,,29,[1]male,[0]not immigrant,[2]medium,230,[0]not employed,,,,2657.7354,4,0,0,0,4031,27532,27532,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,841,,,1,0,0,27532,13766,0,7514.5
337,it04,.25523168,1468.9492,[1000]head,[110]living with partner,[140]living with own children 18+,50,[1]male,[0]not immigrant,[2]medium,210,[1]employed,[0]full-time,[240]contributing family worker,,1468.9492,3,0,0,0,6680,25408,25408,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),0,no children <18,1,,,2500,0,0,1,0,0,25408,14669.315,0,7514.5
337,it04,.25523168,1468.9492,[2000]spouse/partner,[110]living with partner,[140]living with own children 18+,46,[2]female,[0]not immigrant,[1]low,130,[0]not employed,,,,1468.9492,3,0,0,0,6680,25408,25408,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,no children <18,1,,,2116,0,0,0,0,0,25408,14669.315,0,7514.5
340,it04,.23616806,1359.2312,[1000]head,[110]living with partner,[110]living with own children aged 0-5,39,[1]male,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[110]regular employee,,1359.2312,4,0,0,0,6467,30712,30712,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,<6 years,1,,,1521,1,0,0,0,0,30712,15356,0,7514.5
340,it04,.23616806,1359.2312,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,31,[2]female,[0]not immigrant,[2]medium,230,[1]employed,[0]full-time,[110]regular employee,,1359.2312,4,0,0,0,6467,30712,30712,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,<6 years,1,,,961,1,0,1,0,0,30712,15356,0,7514.5
344,it04,.20951143,1205.8129,[1000]head,[110]living with partner,[110]living with own children aged 0-5,46,[1]male,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[240]contributing family worker,,1205.8129,5,0,0,0,1177,22000,22000,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),0,<6 years,1,,,2116,1,0,0,0,0,22000,9838.6992,0,7514.5
344,it04,.20951143,1205.8129,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,45,[2]female,[0]not immigrant,[2]medium,250,[1]employed,[1]part-time,[110]regular employee,,1205.8129,5,0,0,0,1177,22000,22000,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,<6 years,1,,,2025,1,0,1,0,0,22000,9838.6992,0,7514.5
345,it04,.12213352,702.92194,[1000]head,[110]living with partner,[200]not living with own children,48,[2]female,[0]not immigrant,[3]high,320,[1]employed,[0]full-time,[110]regular employee,,702.92194,2,0,0,0,17350,41696,41696,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,no children <18,1,,,2304,0,0,0,1,0,41696,29483.523,0,7514.5
345,it04,.12213352,702.92194,[2000]spouse/partner,[110]living with partner,[200]not living with own children,50,[1]male,[0]not immigrant,[3]high,320,[1]employed,[0]full-time,[110]regular employee,,702.92194,2,0,0,0,17350,41696,41696,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,no children <18,1,,,2500,0,0,0,1,0,41696,29483.523,0,7514.5
346,it04,.14554515,837.66418,[1000]head,[110]living with partner,[140]living with own children 18+,52,[2]female,[0]not immigrant,[2]medium,230,[0]not employed,,,,837.66418,3,18200,0,0,6906,28469,10269,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,no children <18,1,,,2704,0,0,1,0,0,28469,16436.584,0,7514.5
346,it04,.14554515,837.66418,[3000]child,[200]does not have partner,,27,[2]female,[0]not immigrant,[3]high,320,[1]employed,[0]full-time,[110]regular employee,,837.66418,3,18200,0,0,6906,28469,10269,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,729,,,0,1,0,28469,16436.584,0,7514.5
348,it04,1.0093284,5809.0439,[3000]child,[200]does not have partner,,43,[1]male,[0]not immigrant,[3]high,320,[1]employed,[0]full-time,[220]own-account worker,,5809.0439,5,22100,0,0,11442,40349,18249,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),0,,0,,,1849,,,0,1,0,40349,18044.621,0,7514.5
348,it04,1.0093284,5809.0439,[3000]child,[200]does not have partner,,42,[1]male,[0]not immigrant,[2]medium,260,[1]employed,[0]full-time,[110]regular employee,,5809.0439,5,22100,0,0,11442,40349,18249,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,1764,,,1,0,0,40349,18044.621,0,7514.5
348,it04,1.0093284,5809.0439,[3000]child,[200]does not have partner,,35,[1]male,[0]not immigrant,[2]medium,230,[0]not employed,,,,5809.0439,5,22100,0,0,11442,40349,18249,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,1225,,,1,0,0,40349,18044.621,0,7514.5
350,it04,.20314534,1169.1737,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,53,[2]female,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[110]regular employee,,1169.1737,5,18070,0,0,18087,65024,46954,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,6-17 years,1,,,2809,0,1,0,0,0,65024,29079.617,0,7514.5
350,it04,.20314534,1169.1737,[3000]child,[200]does not have partner,,28,[2]female,[0]not immigrant,[3]high,310,[1]employed,[0]full-time,[110]regular employee,,1169.1737,5,18070,0,0,18087,65024,46954,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,784,,,0,1,0,65024,29079.617,0,7514.5
350,it04,.20314534,1169.1737,[3000]child,[200]does not have partner,,25,[2]female,[0]not immigrant,[2]medium,220,[1]employed,[0]full-time,[110]regular employee,,1169.1737,5,18070,0,0,18087,65024,46954,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,625,,,1,0,0,65024,29079.617,0,7514.5
351,it04,2.5318663,14571.792,[1000]head,[200]does not have partner,[200]not living with own children,44,[2]female,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[110]regular employee,,14571.792,1,0,0,0,2691,11025,11025,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,no children <18,0,,,1936,0,0,0,0,0,11025,11025,0,7514.5
352,it04,1.1810554,6797.3945,[2000]spouse/partner,[110]living with partner,[140]living with own children 18+,53,[2]female,[0]not immigrant,[1]low,120,[0]not employed,,,,6797.3945,3,9880,0,0,0,9882,2,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,no children <18,1,,,2809,0,0,0,0,0,9882,5705.3755,1,7514.5
353,it04,2.1968577,12643.698,[1000]head,[110]living with partner,[120]living with own children 6-12,42,[1]male,[0]not immigrant,[2]medium,230,[1]employed,[0]full-time,[110]regular employee,,12643.698,3,0,77,0,4156,23158,23081,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,6-17 years,1,,,1764,0,1,1,0,0,23158,13370.277,0,7514.5
353,it04,2.1968577,12643.698,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,38,[2]female,[0]not immigrant,[1]low,130,[1]employed,[1]part-time,[110]regular employee,,12643.698,3,0,77,0,4156,23158,23081,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,6-17 years,1,,,1444,0,1,0,0,0,23158,13370.277,0,7514.5
355,it04,.43325698,2493.5481,[1000]head,[110]living with partner,[130]living with own children 13-17,42,[1]male,[0]not immigrant,[2]medium,230,[1]employed,[0]full-time,[200]self-employed,,2493.5481,4,0,0,0,116698,188197,188197,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),0,6-17 years,1,,,1764,0,1,1,0,0,188197,94098.5,0,7514.5
355,it04,.43325698,2493.5481,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,39,[2]female,[0]not immigrant,[2]medium,230,[1]employed,[1]part-time,[200]self-employed,,2493.5481,4,0,0,0,116698,188197,188197,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),0,6-17 years,1,,,1521,0,1,1,0,0,188197,94098.5,0,7514.5
356,it04,.35361958,2035.2067,[1000]head,[110]living with partner,[120]living with own children 6-12,44,[1]male,[0]not immigrant,[1]low,130,[1]employed,,[110]regular employee,,2035.2067,4,0,0,0,922,11959,11959,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,6-17 years,1,,,1936,0,1,0,0,0,11959,5979.5,1,7514.5
356,it04,.35361958,2035.2067,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,39,[2]female,[0]not immigrant,[1]low,130,[0]not employed,,,,2035.2067,4,0,0,0,922,11959,11959,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,6-17 years,1,,,1521,0,1,0,0,0,11959,5979.5,1,7514.5
359,it04,.40288419,2318.7419,[3000]child,[200]does not have partner,,29,[2]female,[0]not immigrant,[3]high,320,[0]not employed,,,,2318.7419,2,14300,0,0,2181,14325,25,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,841,,,0,1,0,14325,10129.305,0,7514.5
361,it04,.29660431,1707.0634,[3000]child,[200]does not have partner,,39,[1]male,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[110]regular employee,,1707.0634,3,7056,0,0,585,13056,6000,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,,0,,,1521,,,0,0,0,13056,7537.8853,0,7514.5
362,it04,.2361559,1359.1613,[1000]head,[110]living with partner,[130]living with own children 13-17,49,[2]female,[0]not immigrant,[2]medium,210,[0]not employed,,,,1359.1613,5,0,0,0,878,9009,9009,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,6-17 years,1,,,2401,0,1,1,0,0,9009,4028.9473,1,7514.5
362,it04,.2361559,1359.1613,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,47,[1]male,[0]not immigrant,[2]medium,220,[1]employed,[0]full-time,[110]regular employee,,1359.1613,5,0,0,0,878,9009,9009,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),1,6-17 years,1,,,2209,0,1,1,0,0,9009,4028.9473,1,7514.5
364,it04,.16956791,975.92371,[1000]head,[200]does not have partner,[140]living with own children 18+,46,[1]male,[0]not immigrant,[1]low,130,[1]employed,[0]full-time,[220]own-account worker,,975.92371,3,10400,0,0,10518,35077,24677,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),0,no children <18,0,,,2116,0,0,0,0,0,35077,20251.715,0,7514.5
369,it04,.3789728,2181.1233,[3000]child,[200]does not have partner,,31,[2]female,[0]not immigrant,[3]high,310,[0]not employed,,,,2181.1233,4,16800,0,0,9412,36924,20124,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,961,,,0,1,0,36924,18462,0,7514.5
369,it04,.3789728,2181.1233,[3000]child,[200]does not have partner,,25,[2]female,[0]not immigrant,[2]medium,240,[0]not employed,,,,2181.1233,4,16800,0,0,9412,36924,20124,"[310]total income account for full taxes and contributions, subcomponents do not",matched (3),,,0,,,625,,,1,0,0,36924,18462,0,7514.5
